,location,total_sqft,bath,price,bedrooms
1728,Doddathoguru,1050,2.0,32.0,2.0
1729,Doddathoguru,850,2.0,25.0,2.0
1730,Doddathoguru,1030,2.0,42.0,2.0
1731,Doddathoguru,1015,2.0,33.5,2.0
1732,Doddathoguru,1104,2.0,39.0,2.0
1733,Doddathoguru,915,2.0,32.0,2.0
1734,Doddathoguru,855,2.0,32.0,2.0
1735,Doddathoguru,1105,2.0,50.0,2.0
1736,Doddathoguru,925,2.0,30.0,2.0
1737,Doddathoguru,1100,2.0,50.0,2.0
1738,Doddathoguru,940,2.0,32.9,2.0
1739,Doddathoguru,1107,2.0,44.0,2.0
1740,Doddathoguru,907,2.0,40.0,2.0
1741,Doddathoguru,1549,3.0,65.0,3.0
1742,Doddathoguru,1875,3.0,55.0,3.0
1743,Doddathoguru,1595,3.0,62.0,3.0
1744,Doddathoguru,1300,2.0,42.0,3.0
1745,Doddathoguru,1208,3.0,45.0,3.0
1746,Doddathoguru,1382,3.0,65.0,3.0
1747,Doddathoguru,1783,3.0,85.0,3.0
1748,Domlur,640,1.0,55.0,1.0
1749,Domlur,650,1.0,70.0,1.0
1750,Domlur,780,1.0,70.0,1.0
1751,Domlur,1050,2.0,85.0,2.0
1752,Domlur,1246,2.0,95.0,2.0
1753,Domlur,1276,2.0,80.0,2.0
1754,Domlur,1540,3.0,90.0,3.0
1755,Domlur,1875,2.0,150.0,3.0
1756,Domlur,1429,3.0,86.0,3.0
1757,Domlur,1800,3.0,150.0,3.0
1758,Domlur,1720,3.0,135.0,3.0
1759,Domlur,1950,3.0,165.0,3.0
1760,Domlur,2180,3.0,285.0,3.0
1761,Domlur,2180,3.0,285.0,3.0
1762,Domlur,1740,3.0,120.0,3.0
1763,Domlur,1695,3.0,125.0,3.0
1764,Domlur,2100,3.0,145.0,3.0
1765,Domlur,1850,3.0,180.0,3.0
1766,Domlur,1650,3.0,180.0,3.0
1767,Dommasandra,805,2.0,22.14,2.0
1768,Dommasandra,1200,2.0,50.0,2.0
1769,Dommasandra,1153,2.0,43.5,2.0
1770,Dommasandra,1500,2.0,40.0,2.0
1771,Dommasandra,1090,2.0,43.5,2.0
1772,Dommasandra,850,2.0,25.4,2.0
1773,Dommasandra,674,1.0,19.9,2.0
1774,Dommasandra,999,2.0,32.9,2.0
1775,Dommasandra,1033,2.0,25.53,3.0
1776,Dommasandra,1267,3.0,56.0,3.0
1777,Dommasandra,1033,2.0,31.5,3.0
1778,Dommasandra,2700,3.0,68.0,4.0
1779,EPIP Zone,1285,2.0,82.0,2.0
1780,EPIP Zone,1330,2.0,92.5,2.0
1781,EPIP Zone,1330,2.0,86.98,2.0
1782,EPIP Zone,1330,2.0,93.36,2.0
1783,EPIP Zone,1280,2.0,69.0,2.0
1784,EPIP Zone,1343,2.0,86.0,2.0
1785,EPIP Zone,1499,5.0,102.0,3.0
1786,EPIP Zone,2330,3.0,162.0,3.0
1787,EPIP Zone,1500,3.0,102.0,3.0
1788,EPIP Zone,1734,3.0,125.0,3.0
1789,EPIP Zone,2350,4.0,163.0,3.0
1790,EPIP Zone,1860,3.0,130.0,3.0
1791,EPIP Zone,2210,3.0,165.0,3.0
1792,EPIP Zone,2710,3.0,177.0,3.0
1793,EPIP Zone,3035,5.0,200.0,4.0
1794,EPIP Zone,3360,5.0,225.0,4.0
1795,EPIP Zone,3360,5.0,221.0,4.0
1796,Electronic City,435,1.0,19.5,0.5
1797,Electronic City,550,1.0,27.0,0.5
1798,Electronic City,589,1.0,27.0,1.0
1799,Electronic City,630,1.0,34.65,1.0
1800,Electronic City,700,1.0,35.0,1.0
1801,Electronic City,550,1.0,12.0,1.0
1802,Electronic City,605,1.0,13.31,1.0
1803,Electronic City,530,1.0,13.5,1.0
1804,Electronic City,635,1.0,28.0,1.0
1805,Electronic City,630,1.0,40.5,1.0
1806,Electronic City,605,1.0,22.0,1.0
1807,Electronic City,635,1.0,28.0,1.0
1808,Electronic City,630,1.0,33.7,1.0
1809,Electronic City,710,1.0,40.42,1.0
1810,Electronic City,589,1.0,29.0,1.0
1811,Electronic City,1000,2.0,28.88,2.0
1812,Electronic City,1060,2.0,60.0,2.0
1813,Electronic City,1152,2.0,64.5,2.0
1814,Electronic City,1070,2.0,52.0,2.0
1815,Electronic City,1025,2.0,46.0,2.0
1816,Electronic City,1100,2.0,42.0,2.0
1817,Electronic City,910,2.0,40.0,2.0
1818,Electronic City,1108,2.0,63.0,2.0
1819,Electronic City,1128,2.0,65.0,2.0
1820,Electronic City,1128,2.0,63.0,2.0
1821,Electronic City,1125,2.0,32.49,2.0
1822,Electronic City,1094,2.0,42.0,2.0
1823,Electronic City,1070,2.0,55.0,2.0
1824,Electronic City,940,2.0,41.0,2.0
1825,Electronic City,1128,2.0,68.75,2.0
1826,Electronic City,880,2.0,29.0,2.0
1827,Electronic City,1265,2.0,56.93,2.0
1828,Electronic City,1128,2.0,65.49,2.0
1829,Electronic City,1070,2.0,56.1,2.0
1830,Electronic City,890,2.0,45.0,2.0
1831,Electronic City,1128,2.0,65.65,2.0
1832,Electronic City,865,2.0,42.0,2.0
1833,Electronic City,1130,2.0,32.64,2.0
1834,Electronic City,910,2.0,42.0,2.0
1835,Electronic City,975,2.0,37.5,2.0
1836,Electronic City,1128,2.0,64.0,2.0
1837,Electronic City,1070,2.0,54.0,2.0
1838,Electronic City,1025,2.0,29.6,2.0
1839,Electronic City,870,2.0,39.5,2.0
1840,Electronic City,921,2.0,34.0,2.0
1841,Electronic City,1100,2.0,45.0,2.0
1842,Electronic City,1128,2.0,65.35,2.0
1843,Electronic City,1128,2.0,65.0,2.0
1844,Electronic City,1100,2.0,40.0,2.0
1845,Electronic City,1000,2.0,22.0,2.0
1846,Electronic City,1025,2.0,54.5,2.0
1847,Electronic City,1070,2.0,46.0,2.0
1848,Electronic City,1000,2.0,25.0,2.0
1849,Electronic City,1020,2.0,29.46,2.0
1850,Electronic City,1128,2.0,68.0,2.0
1851,Electronic City,1150,2.0,38.0,2.0
1852,Electronic City,1090,2.0,31.49,2.0
1853,Electronic City,1089,2.0,45.0,2.0
1854,Electronic City,1110,2.0,40.0,2.0
1855,Electronic City,1130,2.0,32.63,2.0
1856,Electronic City,1152,2.0,65.0,2.0
1857,Electronic City,1070,2.0,60.0,2.0
1858,Electronic City,1128,2.0,65.5,2.0
1859,Electronic City,1200,2.0,59.0,2.0
1860,Electronic City,1152,2.0,65.75,2.0
1861,Electronic City,1070,2.0,55.0,2.0
1862,Electronic City,1060,2.0,58.0,2.0
1863,Electronic City,1025,2.0,54.1,2.0
1864,Electronic City,1000,2.0,41.0,2.0
1865,Electronic City,1213,2.0,59.32,2.0
1866,Electronic City,1125,2.0,58.0,2.0
1867,Electronic City,1090,2.0,35.03,2.0
1868,Electronic City,919,2.0,40.0,2.0
1869,Electronic City,1156,2.0,42.0,2.0
1870,Electronic City,1020,2.0,29.46,2.0
1871,Electronic City,1108,2.0,67.15,2.0
1872,Electronic City,1160,2.0,33.5,2.0
1873,Electronic City,1128,2.0,65.7,2.0
1874,Electronic City,1170,2.0,33.0,2.0
1875,Electronic City,1060,2.0,51.0,2.0
1876,Electronic City,1020,2.0,29.45,2.0
1877,Electronic City,1025,2.0,49.0,2.0
1878,Electronic City,1000,2.0,29.7,2.0
1879,Electronic City,1065,2.0,30.75,2.0
1880,Electronic City,1070,2.0,58.0,2.0
1881,Electronic City,1210,2.0,54.0,2.0
1882,Electronic City,1070,2.0,52.0,2.0
1883,Electronic City,1125,2.0,32.5,2.0
1884,Electronic City,1165,2.0,33.64,2.0
1885,Electronic City,919,2.0,34.0,2.0
1886,Electronic City,1073,2.0,60.0,2.0
1887,Electronic City,1070,2.0,47.0,2.0
1888,Electronic City,1296,2.0,65.0,2.0
1889,Electronic City,1140,2.0,70.93,2.0
1890,Electronic City,1200,2.0,34.65,2.0
1891,Electronic City,1096,2.0,40.55,2.0
1892,Electronic City,1017,2.0,27.0,2.0
1893,Electronic City,1130,2.0,32.63,2.0
1894,Electronic City,1110,2.0,39.95,2.0
1895,Electronic City,1025,2.0,53.9,2.0
1896,Electronic City,940,2.0,54.0,2.0
1897,Electronic City,1200,2.0,34.0,2.0
1898,Electronic City,1175,2.0,47.0,2.0
1899,Electronic City,1039,2.0,50.0,2.0
1900,Electronic City,919,2.0,35.0,2.0
1901,Electronic City,1128,2.0,64.0,2.0
1902,Electronic City,1070,2.0,53.0,2.0
1903,Electronic City,1025,1.0,26.63,2.0
1904,Electronic City,1090,2.0,31.48,2.0
1905,Electronic City,1128,2.0,65.58,2.0
1906,Electronic City,1128,2.0,65.4,2.0
1907,Electronic City,1096,2.0,39.0,2.0
1908,Electronic City,1150,2.0,38.0,2.0
1909,Electronic City,1200,2.0,30.0,2.0
1910,Electronic City,1150,2.0,35.0,2.0
1911,Electronic City,1165,2.0,33.64,2.0
1912,Electronic City,1020,2.0,29.45,2.0
1913,Electronic City,865,2.0,40.0,2.0
1914,Electronic City,970,2.0,34.0,2.0
1915,Electronic City,1108,2.0,63.0,2.0
1916,Electronic City,1100,2.0,41.0,2.0
1917,Electronic City,975,2.0,32.0,2.0
1918,Electronic City,1142,2.0,35.0,2.0
1919,Electronic City,1070,2.0,48.0,2.0
1920,Electronic City,1128,2.0,65.45,2.0
1921,Electronic City,890,2.0,40.0,2.0
1922,Electronic City,1065,2.0,30.75,2.0
1923,Electronic City,1127,2.0,32.0,2.0
1924,Electronic City,825,2.0,35.0,2.0
1925,Electronic City,1200,2.0,40.5,2.0
1926,Electronic City,1065,2.0,30.76,2.0
1927,Electronic City,1025,2.0,29.61,2.0
1928,Electronic City,1258,2.0,85.5,2.0
1929,Electronic City,1025,2.0,50.0,2.0
1930,Electronic City,1140,2.0,33.84,2.0
1931,Electronic City,1070,2.0,55.0,2.0
1932,Electronic City,1200,2.0,34.65,2.0
1933,Electronic City,1005,2.0,39.77,2.0
1934,Electronic City,1110,2.0,39.9,2.0
1935,Electronic City,1250,2.0,62.0,2.0
1936,Electronic City,1020,2.0,30.27,2.0
1937,Electronic City,1025,2.0,29.6,2.0
1938,Electronic City,1128,2.0,64.8,2.0
1939,Electronic City,1060,2.0,55.0,2.0
1940,Electronic City,1000,2.0,29.95,2.0
1941,Electronic City,870,2.0,24.0,2.0
1942,Electronic City,1140,2.0,32.92,2.0
1943,Electronic City,1125,2.0,32.49,2.0
1944,Electronic City,1060,2.0,55.0,2.0
1945,Electronic City,1200,2.0,34.66,2.0
1946,Electronic City,1128,2.0,67.0,2.0
1947,Electronic City,1070,2.0,57.0,2.0
1948,Electronic City,1210,2.0,55.0,2.0
1949,Electronic City,1070,2.0,60.0,2.0
1950,Electronic City,1190,2.0,42.0,2.0
1951,Electronic City,880,2.0,19.0,2.0
1952,Electronic City,1150,2.0,38.08,2.0
1953,Electronic City,1165,2.0,33.65,2.0
1954,Electronic City,1221,2.0,68.0,2.0
1955,Electronic City,970,2.0,35.0,2.0
1956,Electronic City,995,2.0,48.0,2.0
1957,Electronic City,1128,2.0,63.5,2.0
1958,Electronic City,1125,2.0,28.13,2.0
1959,Electronic City,825,2.0,30.0,2.0
1960,Electronic City,1070,2.0,48.0,2.0
1961,Electronic City,1025,2.0,54.0,2.0
1962,Electronic City,1140,2.0,32.93,2.0
1963,Electronic City,1060,2.0,52.0,2.0
1964,Electronic City,1025,2.0,47.0,3.0
1965,Electronic City,1530,2.0,45.9,3.0
1966,Electronic City,1500,2.0,64.5,3.0
1967,Electronic City,1350,2.0,56.0,3.0
1968,Electronic City,1800,3.0,95.0,3.0
1969,Electronic City,1599,3.0,99.0,3.0
1970,Electronic City,1320,2.0,38.13,3.0
1971,Electronic City,1360,2.0,71.0,3.0
1972,Electronic City,1691,2.0,102.0,3.0
1973,Electronic City,1620,3.0,62.0,3.0
1974,Electronic City,1360,2.0,75.0,3.0
1975,Electronic City,1571,3.0,89.0,3.0
1976,Electronic City,1111,3.0,50.0,3.0
1977,Electronic City,1374,2.0,72.0,3.0
1978,Electronic City,1220,2.0,35.24,3.0
1979,Electronic City,1563,3.0,91.84,3.0
1980,Electronic City,1652,3.0,70.0,3.0
1981,Electronic City,1350,3.0,58.0,3.0
1982,Electronic City,1700,3.0,75.0,3.0
1983,Electronic City,1400,2.0,48.0,3.0
1984,Electronic City,1360,2.0,70.5,3.0
1985,Electronic City,1571,3.0,105.0,3.0
1986,Electronic City,1600,3.0,104.0,3.0
1987,Electronic City,1500,2.0,100.0,3.0
1988,Electronic City,1440,2.0,55.0,3.0
1989,Electronic City,1156,2.0,44.0,3.0
1990,Electronic City,1400,2.0,40.44,3.0
1991,Electronic City,1225,3.0,45.03,3.0
1992,Electronic City,1105,2.0,35.0,3.0
1993,Electronic City,1500,2.0,78.0,3.0
1994,Electronic City,1575,3.0,90.0,3.0
1995,Electronic City,1449,3.0,100.0,3.0
1996,Electronic City,1310,2.0,37.83,3.0
1997,Electronic City,1575,3.0,101.0,3.0
1998,Electronic City,1500,2.0,78.25,3.0
1999,Electronic City,1410,2.0,38.0,3.0
2000,Electronic City,1650,3.0,100.0,3.0
2001,Electronic City,1449,3.0,90.0,3.0
2002,Electronic City,1500,2.0,75.0,3.0
2003,Electronic City,1033,2.0,28.41,3.0
2004,Electronic City,1500,2.0,78.0,3.0
2005,Electronic City,1500,2.0,77.5,3.0
2006,Electronic City,1631,3.0,80.0,3.0
2007,Electronic City,1500,2.0,63.0,3.0
2008,Electronic City,1159,2.0,38.0,3.0
2009,Electronic City,1571,3.0,83.0,3.0
2010,Electronic City,1470,2.0,44.1,3.0
2011,Electronic City,1350,3.0,66.0,3.0
2012,Electronic City,1652,3.0,110.0,3.0
2013,Electronic City,1320,2.0,38.12,3.0
2014,Electronic City,1050,2.0,39.0,3.0
2015,Electronic City,1160,2.0,42.0,3.0
2016,Electronic City,1360,2.0,70.0,3.0
2017,Electronic City,1360,2.0,58.0,3.0
2018,Electronic City,1400,2.0,40.45,3.0
2019,Electronic City,1160,2.0,42.0,3.0
2020,Electronic City,1400,3.0,90.0,3.0
2021,Electronic City,1287,3.0,55.0,3.0
2022,Electronic City,1275,3.0,70.0,3.0
2023,Electronic City,1644,3.0,92.59,3.0
2024,Electronic City,1220,2.0,35.25,3.0
2025,Electronic City,1220,2.0,35.23,3.0
2026,Electronic City,1275,3.0,63.43,3.0
2027,Electronic City,1518,3.0,75.0,3.0
2028,Electronic City,1700,3.0,90.0,3.0
2029,Electronic City,1521,2.0,57.5,3.0
2030,Electronic City,1400,2.0,40.44,3.0
2031,Electronic City,1615,3.0,97.0,3.0
2032,Electronic City,1500,3.0,73.0,3.0
2033,Electronic City,1320,2.0,38.12,3.0
2034,Electronic City,1575,3.0,94.5,3.0
2035,Electronic City,1500,2.0,70.0,3.0
2036,Electronic City,1500,2.0,64.5,3.0
2037,Electronic City,1360,2.0,64.99,3.0
2038,Electronic City,2000,4.0,120.0,4.0
2039,Electronic City,2435,4.0,119.0,4.0
2040,Electronic City,2093,4.0,104.0,4.0
2041,Electronic City,2093,4.0,134.0,4.0
2042,Electronic City Phase II,630,1.0,28.35,1.0
2043,Electronic City Phase II,650,1.0,35.0,1.0
2044,Electronic City Phase II,575,1.0,16.75,1.0
2045,Electronic City Phase II,1056,2.0,39.07,2.0
2046,Electronic City Phase II,1020,2.0,30.6,2.0
2047,Electronic City Phase II,1069,2.0,45.0,2.0
2048,Electronic City Phase II,1000,2.0,25.0,2.0
2049,Electronic City Phase II,1090,2.0,28.34,2.0
2050,Electronic City Phase II,1266,2.0,59.0,2.0
2051,Electronic City Phase II,1000,2.0,28.88,2.0
2052,Electronic City Phase II,972,2.0,44.0,2.0
2053,Electronic City Phase II,1031,2.0,55.0,2.0
2054,Electronic City Phase II,1003,2.0,40.6,2.0
2055,Electronic City Phase II,1031,2.0,56.35,2.0
2056,Electronic City Phase II,1160,2.0,33.5,2.0
2057,Electronic City Phase II,1065,2.0,30.75,2.0
2058,Electronic City Phase II,1219,2.0,61.25,2.0
2059,Electronic City Phase II,1000,2.0,28.88,2.0
2060,Electronic City Phase II,900,2.0,32.5,2.0
2061,Electronic City Phase II,1070,2.0,45.0,2.0
2062,Electronic City Phase II,1140,2.0,33.06,2.0
2063,Electronic City Phase II,1089,2.0,32.67,2.0
2064,Electronic City Phase II,1031,2.0,55.0,2.0
2065,Electronic City Phase II,1253,2.0,65.8,2.0
2066,Electronic City Phase II,1160,2.0,33.5,2.0
2067,Electronic City Phase II,1116,2.0,37.0,2.0
2068,Electronic City Phase II,1125,2.0,29.25,2.0
2069,Electronic City Phase II,1000,2.0,28.88,2.0
2070,Electronic City Phase II,1000,2.0,28.88,2.0
2071,Electronic City Phase II,1000,2.0,28.88,2.0
2072,Electronic City Phase II,1165,2.0,30.29,2.0
2073,Electronic City Phase II,1031,2.0,53.0,2.0
2074,Electronic City Phase II,1065,2.0,30.88,2.0
2075,Electronic City Phase II,1065,2.0,56.13,2.0
2076,Electronic City Phase II,920,2.0,26.0,2.0
2077,Electronic City Phase II,1140,2.0,33.84,2.0
2078,Electronic City Phase II,1219,2.0,61.26,2.0
2079,Electronic City Phase II,1125,2.0,32.49,2.0
2080,Electronic City Phase II,1286,2.0,69.0,2.0
2081,Electronic City Phase II,1140,2.0,32.92,2.0
2082,Electronic City Phase II,1116,2.0,40.0,2.0
2083,Electronic City Phase II,1020,2.0,32.0,2.0
2084,Electronic City Phase II,1020,2.0,27.43,2.0
2085,Electronic City Phase II,1025,2.0,26.65,2.0
2086,Electronic City Phase II,1020,2.0,29.45,2.0
2087,Electronic City Phase II,1000,2.0,28.88,2.0
2088,Electronic City Phase II,1140,2.0,28.5,2.0
2089,Electronic City Phase II,1125,2.0,32.49,2.0
2090,Electronic City Phase II,1200,2.0,34.65,2.0
2091,Electronic City Phase II,1160,2.0,52.2,2.0
2092,Electronic City Phase II,1244,2.0,55.0,2.0
2093,Electronic City Phase II,1160,2.0,33.51,2.0
2094,Electronic City Phase II,972,2.0,40.0,2.0
2095,Electronic City Phase II,1160,2.0,33.51,2.0
2096,Electronic City Phase II,1090,2.0,31.48,2.0
2097,Electronic City Phase II,1140,2.0,32.92,2.0
2098,Electronic City Phase II,1155,2.0,57.0,2.0
2099,Electronic City Phase II,1300,2.0,28.0,2.0
2100,Electronic City Phase II,1160,2.0,33.5,2.0
2101,Electronic City Phase II,1025,2.0,29.6,2.0
2102,Electronic City Phase II,829,2.0,22.8,2.0
2103,Electronic City Phase II,1252,2.0,67.0,2.0
2104,Electronic City Phase II,1125,2.0,32.63,2.0
2105,Electronic City Phase II,1140,2.0,34.0,2.0
2106,Electronic City Phase II,1135,2.0,46.0,2.0
2107,Electronic City Phase II,1165,2.0,33.64,2.0
2108,Electronic City Phase II,1065,2.0,30.76,2.0
2109,Electronic City Phase II,1065,2.0,30.75,2.0
2110,Electronic City Phase II,1140,2.0,33.06,2.0
2111,Electronic City Phase II,911,2.0,26.5,2.0
2112,Electronic City Phase II,1200,2.0,34.65,2.0
2113,Electronic City Phase II,1031,2.0,54.48,2.0
2114,Electronic City Phase II,1220,2.0,35.23,3.0
2115,Electronic City Phase II,1400,2.0,40.43,3.0
2116,Electronic City Phase II,1320,2.0,38.13,3.0
2117,Electronic City Phase II,1220,3.0,35.23,3.0
2118,Electronic City Phase II,1400,2.0,40.43,3.0
2119,Electronic City Phase II,1320,2.0,38.12,3.0
2120,Electronic City Phase II,1395,2.0,62.78,3.0
2121,Electronic City Phase II,1400,2.0,41.58,3.0
2122,Electronic City Phase II,1400,2.0,40.43,3.0
2123,Electronic City Phase II,1329,2.0,41.0,3.0
2124,Electronic City Phase II,1220,3.0,35.23,3.0
2125,Electronic City Phase II,993,2.0,50.0,3.0
2126,Electronic City Phase II,1418,3.0,52.47,3.0
2127,Electronic City Phase II,1310,2.0,32.75,3.0
2128,Electronic City Phase II,1310,2.0,37.83,3.0
2129,Electronic City Phase II,1400,2.0,40.44,3.0
2130,Electronic City Phase II,1611,2.0,48.33,3.0
2131,Electronic City Phase II,1220,3.0,36.6,3.0
2132,Electronic City Phase II,1549,3.0,80.0,3.0
2133,Electronic City Phase II,1320,2.0,38.13,3.0
2134,Electronic City Phase II,1252,2.0,65.0,3.0
2135,Electronic City Phase II,1310,2.0,37.83,3.0
2136,Electronic City Phase II,1220,2.0,36.21,3.0
2137,Electronic City Phase II,1150,3.0,46.0,3.0
2138,Electronic City Phase II,1192,2.0,47.0,3.0
2139,Electronic City Phase II,1502,3.0,50.0,3.0
2140,Electronic City Phase II,1310,2.0,37.84,3.0
2141,Electronic City Phase II,1220,3.0,35.25,3.0
2142,Electronic City Phase II,1625,2.0,48.75,3.0
2143,Electronic City Phase II,1400,2.0,40.45,3.0
2144,Electronic City Phase II,1320,2.0,38.12,3.0
2145,Electronic City Phase II,1310,2.0,37.84,3.0
2146,Electronic City Phase II,1400,2.0,40.43,3.0
2147,Electronic City Phase II,1252,2.0,65.0,3.0
2148,Electronic City Phase II,1305,3.0,65.0,3.0
2149,Electronic City Phase II,1400,2.0,40.44,3.0
2150,Electronic City Phase II,1336,2.0,50.35,3.0
2151,Electronic City Phase II,1310,2.0,37.83,3.0
2152,Electronic City Phase II,2225,4.0,98.88,4.0
2153,Electronic City Phase II,3550,4.0,167.5,4.0
2154,Electronic City Phase II,1900,3.0,97.0,4.0
2155,Electronic City Phase II,2187,4.0,105.0,4.0
2156,Electronics City Phase 1,360,1.0,16.9,0.5
2157,Electronics City Phase 1,650,1.0,23.0,1.0
2158,Electronics City Phase 1,755,1.0,42.41,1.0
2159,Electronics City Phase 1,580,1.0,27.0,1.0
2160,Electronics City Phase 1,635,1.0,26.0,1.0
2161,Electronics City Phase 1,638,1.0,32.0,1.0
2162,Electronics City Phase 1,585,1.0,21.0,1.0
2163,Electronics City Phase 1,755,1.0,30.12,1.0
2164,Electronics City Phase 1,1070,2.0,45.5,2.0
2165,Electronics City Phase 1,1175,2.0,51.47,2.0
2166,Electronics City Phase 1,1160,2.0,52.0,2.0
2167,Electronics City Phase 1,920,2.0,33.0,2.0
2168,Electronics City Phase 1,940,2.0,40.0,2.0
2169,Electronics City Phase 1,1015,2.0,56.0,2.0
2170,Electronics City Phase 1,995,2.0,46.0,2.0
2171,Electronics City Phase 1,1340,2.0,75.0,2.0
2172,Electronics City Phase 1,1175,2.0,57.0,2.0
2173,Electronics City Phase 1,940,2.0,49.0,2.0
2174,Electronics City Phase 1,1335,2.0,67.0,2.0
2175,Electronics City Phase 1,995,2.0,42.0,2.0
2176,Electronics City Phase 1,995,2.0,49.8,2.0
2177,Electronics City Phase 1,1190,2.0,68.0,2.0
2178,Electronics City Phase 1,1085,2.0,46.0,2.0
2179,Electronics City Phase 1,1175,2.0,64.98,2.0
2180,Electronics City Phase 1,1200,2.0,59.76,2.0
2181,Electronics City Phase 1,1145,2.0,54.0,2.0
2182,Electronics City Phase 1,1125,2.0,65.0,2.0
2183,Electronics City Phase 1,1175,2.0,50.0,2.0
2184,Electronics City Phase 1,865,2.0,40.0,2.0
2185,Electronics City Phase 1,1314,2.0,60.0,2.0
2186,Electronics City Phase 1,1170,2.0,62.0,2.0
2187,Electronics City Phase 1,940,2.0,48.0,2.0
2188,Electronics City Phase 1,940,2.0,44.0,2.0
2189,Electronics City Phase 1,1300,2.0,67.0,2.0
2190,Electronics City Phase 1,1028,2.0,51.0,2.0
2191,Electronics City Phase 1,1080,2.0,46.0,2.0
2192,Electronics City Phase 1,1205,2.0,60.0,2.0
2193,Electronics City Phase 1,1305,2.0,67.0,2.0
2194,Electronics City Phase 1,1175,2.0,60.0,2.0
2195,Electronics City Phase 1,1475,3.0,78.29,3.0
2196,Electronics City Phase 1,1490,3.0,78.8,3.0
2197,Electronics City Phase 1,1490,3.0,84.0,3.0
2198,Electronics City Phase 1,1350,3.0,55.0,3.0
2199,Electronics City Phase 1,1595,3.0,75.0,3.0
2200,Electronics City Phase 1,1515,2.0,80.91,3.0
2201,Electronics City Phase 1,1555,2.0,82.0,3.0
2202,Electronics City Phase 1,1350,3.0,71.0,3.0
2203,Electronics City Phase 1,1445,2.0,56.0,3.0
2204,Electronics City Phase 1,1450,3.0,72.54,3.0
2205,Electronics City Phase 1,1522,3.0,60.75,3.0
2206,Electronics City Phase 1,1550,2.0,82.0,3.0
2207,Electronics City Phase 1,1450,3.0,70.0,3.0
2208,Electronics City Phase 1,1450,2.0,63.51,3.0
2209,Electronics City Phase 1,1450,3.0,58.0,3.0
2210,Electronics City Phase 1,1450,3.0,79.0,3.0
2211,Frazer Town,896,1.0,100.0,1.0
2212,Frazer Town,1550,2.0,140.0,2.0
2213,Frazer Town,1315,2.0,140.0,2.0
2214,Frazer Town,1180,2.0,105.0,2.0
2215,Frazer Town,1420,2.0,120.0,2.0
2216,Frazer Town,1700,3.0,180.0,3.0
2217,Frazer Town,1305,3.0,95.45,3.0
2218,Frazer Town,1870,3.0,185.0,3.0
2219,Frazer Town,1750,3.0,150.0,3.0
2220,Frazer Town,2000,3.0,200.0,3.0
2221,Frazer Town,3500,4.0,330.0,3.0
2222,Frazer Town,2350,4.0,285.0,3.0
2223,Frazer Town,1900,4.0,145.0,3.0
2224,Frazer Town,2560,3.0,265.0,3.0
2225,Frazer Town,2400,3.0,260.0,3.0
2226,Frazer Town,2560,3.0,288.0,3.0
2227,Frazer Town,1706,3.0,154.0,3.0
2228,Frazer Town,2079,3.0,220.0,3.0
2229,Frazer Town,3100,3.0,400.0,3.0
2230,Frazer Town,1870,3.0,180.0,3.0
2231,Frazer Town,4850,6.0,385.0,4.0
2232,Frazer Town,3436,5.0,341.0,4.0
2233,Frazer Town,4856,5.0,410.0,4.0
2234,Frazer Town,3435,2.0,341.0,4.0
2235,Frazer Town,3436,5.0,345.0,4.0
2236,Frazer Town,2900,4.0,325.0,4.0
2237,GM Palaya,1225,2.0,47.0,2.0
2238,GM Palaya,1140,2.0,48.95,2.0
2239,GM Palaya,1820,2.0,86.0,3.0
2240,GM Palaya,1315,2.0,65.0,3.0
2241,GM Palaya,1315,3.0,65.0,3.0
2242,GM Palaya,1315,3.0,64.0,3.0
2243,GM Palaya,1735,3.0,70.0,3.0
2244,GM Palaya,1643,2.0,70.0,3.0
2245,Garudachar Palya,1060,2.0,48.7,2.0
2246,Garudachar Palya,1150,2.0,52.75,2.0
2247,Garudachar Palya,1150,2.0,52.8,2.0
2248,Garudachar Palya,1150,2.0,52.8,2.0
2249,Garudachar Palya,1060,2.0,48.5,2.0
2250,Garudachar Palya,1150,2.0,52.5,2.0
2251,Garudachar Palya,1060,2.0,48.66,2.0
2252,Garudachar Palya,1150,2.0,52.0,2.0
2253,Garudachar Palya,1154,2.0,51.8,2.0
2254,Garudachar Palya,1325,2.0,60.8,3.0
2255,Garudachar Palya,1295,2.0,59.5,3.0
2256,Garudachar Palya,1320,2.0,60.6,3.0
2257,Garudachar Palya,1295,2.0,59.5,3.0
2258,Garudachar Palya,1325,2.0,60.8,3.0
2259,Garudachar Palya,1325,2.0,60.0,3.0
2260,Giri Nagar,1800,3.0,252.0,3.0
2261,Giri Nagar,1350,3.0,240.0,3.0
2262,Giri Nagar,2400,4.0,400.0,4.0
2263,Giri Nagar,2400,4.0,400.0,4.0
2264,Giri Nagar,4000,3.0,750.0,4.0
2265,Giri Nagar,3000,4.0,375.0,6.0
2266,Giri Nagar,2400,6.0,400.0,6.0
2267,Gollarapalya Hosahalli,861,2.0,34.5,2.0
2268,Gollarapalya Hosahalli,861,2.0,34.5,2.0
2269,Gollarapalya Hosahalli,861,2.0,36.5,2.0
2270,Gollarapalya Hosahalli,1318,3.0,54.0,3.0
2271,Gollarapalya Hosahalli,1320,3.0,60.0,3.0
2272,Gollarapalya Hosahalli,1345,3.0,60.0,3.0
2273,Gollarapalya Hosahalli,1318,3.0,56.0,3.0
